seed,contamination,accuracy,macro_f1,minority_recall,js_divergence,wasserstein,covariance_shift,class_entropy,minority_share,early_warning_score
7,0.6,0.9592592592592593,0.9591371111877567,0.9615384615384616,0.07824911899272194,0.15396704821810692,0.18714370170576455,3.318978163211989,0.08910103420843278,48.93965809382791
7,0.7,0.9555555555555556,0.9558391438145601,0.9615384615384616,0.09901792550806024,0.1843728390507069,0.28827633865695695,3.3149187848609993,0.08512330946698489,70.64936270269875
7,0.8,0.9296296296296296,0.9297501271591484,0.8461538461538461,0.12071411603533932,0.22127385603766975,0.34099964237800745,3.3121436719247304,0.08273667462211615,86.86646169598423
7,0.9,0.9388888888888889,0.9390263480369786,0.9230769230769231,0.1408916697298322,0.23885146260668255,0.2546622732895921,3.314239324381493,0.08353221957040573,81.21192826040765
7,1.0,0.9055555555555556,0.9051491003664973,0.8269230769230769,0.16922266187915344,0.27029292848817577,0.2921874002046304,3.3121467802685416,0.081145584725537,95.70082539105414
21,0.0,0.9648148148148148,0.9648549766813128,0.9423076923076923,0.0,0.0,2.0694129414858713e-15,3.3217810529560987,0.09705648369132856,0.0
21,0.1,0.9574074074074074,0.9570985848896166,0.8653846153846154,0.011194019107021306,0.024819786702015866,0.05002632145974494,3.321220927752726,0.09307875894988067,9.47199018012356
21,0.2,0.9611111111111111,0.9610336237337096,0.9038461538461539,0.023930888594943342,0.050761397005812954,0.08802802624636956,3.3206749276356886,0.09148766905330151,18.089321754863604
21,0.3,0.9574074074074074,0.9572108177851325,0.8846153846153846,0.04008255272888318,0.07899693137863363,0.14990992656897015,3.317684386834686,0.08432776451869531,31.03319195881335
21,0.4,0.9462962962962963,0.9459767148862307,0.8461538461538461,0.0530978817078527,0.09915051590281207,0.1672525223312221,3.3207083665479753,0.09307875894988067,35.35915454871225
21,0.5,0.9592592592592593,0.9591870667702445,0.9038461538461539,0.06924533458085347,0.1185040635449322,0.1918034451177096,3.317631062950296,0.08591885441527446,43.74577072427096
21,0.6,0.937037037037037,0.9365895547021511,0.8461538461538461,0.08626947121242384,0.1421485778435876,0.16481312882318663,3.312625912269761,0.08432776451869531,48.452833938344746
21,0.7,0.95,0.9498981958652797,0.8846153846153846,0.1065524434127208,0.1673463184429253,0.19588862272651125,3.3016902905723127,0.07637231503579953,62.47695882108211
21,0.8,0.9185185185185185,0.9187523781053327,0.8653846153846154,0.1269421452843562,0.19424862861250497,0.20284291733547952,3.3083490138946052,0.08512330946698489,65.85922040283134
21,0.9,0.9259259259259259,0.9259935658582155,0.8653846153846154,0.15761054502785393,0.22594177573187293,0.24783689531601122,3.3009238143123243,0.06921241050119331,81.88793902897898
21,1.0,0.9018518518518519,0.9023814644199775,0.8846153846153846,0.18777610265278666,0.2575038177904527,0.2997877990005865,3.2904020923878354,0.05489260143198091,99.99999999964308
77,0.0,0.975925925925926,0.9759344274208764,0.9423076923076923,0.0,0.0,2.0847950494130378e-15,3.3217810529560987,0.09705648369132856,0.0
77,0.1,0.9722222222222222,0.9722312944948479,0.9038461538461539,0.010730935094038604,0.027268333344910425,0.06976109109751853,3.3213734560915023,0.09626093874303898,13.298822668193624
77,0.2,0.9740740740740741,0.9741534119489078,0.9230769230769231,0.021719439833922258,0.055299274135296124,0.13351547336288253,3.32013399010287,0.08910103420843278,27.640303133698975
77,0.3,0.9685185185185186,0.9683337942049816,0.8846153846153846,0.033404130665556,0.07916827972892973,0.1276102732080619,3.3165421124266525,0.08512330946698489,38.43295483121831
77,0.4,0.9685185185185186,0.9684897358229311,0.9038461538461539,0.04802925371287512,0.10123250094274977,0.15258806562457658,3.3165970808020475,0.08273667462211615,46.081500294341524
77,0.5,0.9648148148148148,0.9650733816497166,0.9423076923076923,0.06171320242984559,0.12420596528501004,0.18818168458655776,3.316097203095854,0.08353221957040573,55.88153785612276
77,0.6,0.9592592592592593,0.9593830982873648,0.8846153846153846,0.08217779319010918,0.15184514211484798,0.17130024968119148,3.3139080002763053,0.08512330946698489,64.81454215784284
77,0.7,0.9518518518518518,0.9520277962725967,0.9230769230769231,0.09534492509143158,0.17817178825741498,0.20357512608950012,3.3185111171385655,0.0883054892601432,64.76407710964577
77,0.8,0.9537037037037037,0.9539868577540794,0.9230769230769231,0.11715188308897437,0.19773547610290204,0.21094421892755869,3.3204137882119147,0.09228321400159109,68.03499427254117
77,0.9,0.9407407407407408,0.9410253004609384,0.8653846153846154,0.13640058764046248,0.22098953310583053,0.2167506607376721,3.3207532782355997,0.09466984884645982,74.00093498837316
77,1.0,0.9314814814814815,0.9314733163877656,0.9615384615384616,0.15937883599973046,0.2479954571109201,0.26992140690635513,3.31431014960861,0.08353221957040573,99.23381180933785
101,0.0,0.975925925925926,0.9759056579588006,0.9615384615384616,0.0,0.0,1.5698405051835362e-15,3.3217810529560987,0.09705648369132856,0.0
101,0.1,0.9740740740740741,0.9740285429446811,0.9615384615384616,0.011359466836788765,0.02782864732344585,0.06865649940042831,3.320978583312526,0.09466984884645982,12.461016176386678
101,0.2,0.9648148148148148,0.9647342705553704,0.9423076923076923,0.02204444206416843,0.052137259870281394,0.09545711549186676,3.320228440692854,0.09228321400159109,19.936714027446754
101,0.3,0.9740740740740741,0.9740359000536092,0.9423076923076923,0.03625065356760805,0.07792838799689339,0.13545861905788684,3.3152935668896584,0.08671439936356404,31.867727643550598
101,0.4,0.9592592592592593,0.9590150559635131,0.9423076923076923,0.051192255369338455,0.0996060165537333,0.13392001497836176,3.3185458762451363,0.08671439936356404,34.54730953566279
101,0.5,0.95,0.9495165885054986,0.9230769230769231,0.0643935170298167,0.12161194841787033,0.1543185474194254,3.3180345102884194,0.08910103420843278,41.39661027738267
101,0.6,0.95,0.9497723369874228,0.8269230769230769,0.08294375509561489,0.1433257083202279,0.15690270966882566,3.3157803672831756,0.07955449482895784,48.155456647184835
101,0.7,0.9444444444444444,0.9441496633778751,0.8846153846153846,0.10509216430569973,0.17592247508789238,0.18909429670423336,3.3151575490841005,0.08353221957040573,58.87230968150422
101,0.8,0.9407407407407408,0.9405373651353083,0.9230769230769231,0.124864536066456,0.19752430306168955,0.20931687860426368,3.3138898594328707,0.08353221957040573,67.17608509052205
101,0.9,0.924074074074074,0.9242727688421144,0.8846153846153846,0.15380310453132123,0.22496659625227963,0.2269124640249256,3.308835567267048,0.07796340493237867,79.38843779726727
101,1.0,0.9111111111111111,0.9098496839928893,0.8653846153846154,0.17969432566828258,0.25322025942581033,0.27926338176717547,3.2945244886535083,0.06443914081145585,99.99999999962691
123,0.0,0.9796296296296296,0.9796605801737164,0.9423076923076923,0.0,0.0,1.622116262076605e-15,3.3217810529560987,0.09705648369132856,0.0
123,0.1,0.975925925925926,0.9759909454593749,0.9423076923076923,0.011166368552520529,0.029439061547497272,0.1143296782489851,3.3209360589558887,0.09387430389817025,15.202731713748022
123,0.2,0.9796296296296296,0.9796891750797618,0.9423076923076923,0.021598505621836656,0.052208959506533946,0.1373498902855694,3.319989540945061,0.09228321400159109,21.637946552260605
123,0.3,0.9740740740740741,0.9741008477440406,0.9423076923076923,0.033819868045286736,0.0771111799255321,0.18487564590389194,3.3204199670912096,0.09466984884645982,30.21343538233907
123,0.4,0.9722222222222222,0.9723364793049087,0.9423076923076923,0.047306750679697834,0.09803951961176269,0.1699071949662348,3.3199441476209004,0.09148766905330151,33.49178805335696
123,0.5,0.9629629629629629,0.9634010813706908,0.9423076923076923,0.0643242522571285,0.12479713344983295,0.17841322361748463,3.320825381592831,0.09626093874303898,39.491054811920066
123,0.6,0.9537037037037037,0.953878100971675,0.9230769230769231,0.07892523408280798,0.1514161003416429,0.21862074028179193,3.31456084213339,0.08910103420843278,50.64941787887444
123,0.7,0.9537037037037037,0.953920076007787,0.9230769230769231,0.09803443121819146,0.17743165300525426,0.20773530796924192,3.3093286772847184,0.08273667462211615,57.654152570044694
123,0.8,0.9518518518518518,0.9521459875693126,0.9038461538461539,0.11207088602018549,0.2072165826977489,0.27128288180687277,3.310781341215156,0.08194112967382657,68.02765005120338
123,0.9,0.9333333333333333,0.9337242521114699,0.9038461538461539,0.1319515888740866,0.23587313444061225,0.2954525518986428,3.3002670296138867,0.07398568019093078,80.58978695535669
123,1.0,0.9259259259259259,0.9268262009372146,0.9230769230769231,0.166794446291887,0.26375136372691255,0.34056732507199977,3.283695285718979,0.06841686555290374,99.99999999963728
256,0.0,0.9666666666666667,0.9668938239904905,0.9807692307692307,0.0,0.0,1.173127630450888e-15,3.3217810529560987,0.09705648369132856,0.0
256,0.1,0.9666666666666667,0.9668311487341341,0.9807692307692307,0.009927794537241259,0.027714014289578884,0.06771656239982823,3.3207550581872836,0.08989657915672236,14.654783312859013
256,0.2,0.9648148148148148,0.9649864310624089,0.9615384615384616,0.02240471376021436,0.05450621305676932,0.12940968979480938,3.319403649118006,0.09069212410501193,29.59671018597234
256,0.3,0.9611111111111111,0.9613477870145978,0.9807692307692307,0.03558515466584945,0.07804859000721494,0.18389802108524306,3.320171360702572,0.09148766905330151,39.5034752589595
256,0.4,0.9537037037037037,0.9536944381961602,0.9423076923076923,0.04638045438844432,0.09596088262571481,0.1205722921989714,3.317724473483902,0.08671439936356404,40.426127659222274
256,0.5,0.9555555555555556,0.955709446436811,0.9423076923076923,0.06109233388036157,0.1263104929864378,0.1856901953984562,3.3138048382895793,0.08671439936356404,61.38733736471449
256,0.6,0.9666666666666667,0.9670306112435915,0.9807692307692307,0.07768961891917156,0.14317930098932122,0.1549374991110443,3.3154608861998067,0.08591885441527446,59.46465094856166
256,0.7,0.9555555555555556,0.9556962835233742,0.9423076923076923,0.09329204773024181,0.17558242299331223,0.16081790681826982,3.3170283517107837,0.0883054892601432,63.43807674787926
256,0.8,0.9444444444444444,0.944730450791077,0.8846153846153846,0.11171259165169763,0.19602923921651316,0.1779919949050326,3.3160535638451973,0.0883054892601432,72.86840542380881
256,0.9,0.9314814814814815,0.9314827231177978,0.8846153846153846,0.13725883648772924,0.22489582861303953,0.21943250829530314,3.315364628796807,0.08671439936356404,86.84700049015026
256,1.0,0.8981481481481481,0.8992331569609583,0.9230769230769231,0.15794877386696715,0.24860832860290213,0.25227350642432184,3.316246168619482,0.08194112967382657,95.4088553928319
512,0.0,0.9648148148148148,0.9646005425678323,0.9423076923076923,0.0,0.0,2.6359653118124815e-15,3.3217810529560987,0.09705648369132856,0.0
512,0.1,0.9592592592592593,0.9589119889887154,0.9038461538461539,0.010551935857934038,0.02695837431890634,0.07862920280355354,3.3211436502687723,0.09466984884645982,13.54584624133301
512,0.2,0.9592592592592593,0.9588445128654168,0.9423076923076923,0.020173714233564982,0.05223372864801458,0.11453113084226725,3.3207776137546627,0.09466984884645982,21.911754489040785
512,0.3,0.9592592592592593,0.9592351923273338,0.9423076923076923,0.0342765257681784,0.0747098383130503,0.14709858734673492,3.3210408444530413,0.09387430389817025,30.204443022284817
512,0.4,0.9518518518518518,0.9513375974350728,0.8653846153846154,0.04788673909663883,0.10280534893619725,0.17069808301821748,3.319870335018797,0.09148766905330151,38.60976118801235
512,0.5,0.95,0.9493060020257877,0.8653846153846154,0.06061954800990406,0.12795913047064666,0.13654532737306052,3.3168388928963544,0.08512330946698489,41.05104048977511
512,0.6,0.9574074074074074,0.9570058925583936,0.8653846153846154,0.07793467115749211,0.15586349965237895,0.20585357855084288,3.31250352658839,0.08273667462211615,56.65072916035972
512,0.7,0.95,0.9496639582380167,0.9615384615384616,0.0980169189395203,0.17592495554909338,0.2283680970227785,3.3097419612880152,0.07557677008750995,66.13701035237467
512,0.8,0.9185185185185185,0.9176594701239171,0.7884615384615384,0.11417573067827705,0.2068872703906099,0.25602557997071107,3.3011310143685932,0.07159904534606205,79.1830667499369
512,0.9,0.912962962962963,0.9120959943321372,0.8269230769230769,0.14506887364444837,0.23746808763262828,0.24599462194648442,3.2934943458794104,0.06841686555290374,90.38224918168349
512,1.0,0.8944444444444445,0.8940186454707802,0.7884615384615384,0.15782967706923895,0.2628620665194369,0.27170023786150727,3.289295602412579,0.07159904534606205,99.9999999996044
999,0.0,0.975925925925926,0.9758653161765569,0.9615384615384616,0.0,0.0,1.290629562022887e-15,3.3217810529560987,0.09705648369132856,0.0
999,0.1,0.9722222222222222,0.9721301965456476,0.9615384615384616,0.011839446512623772,0.02838440922712255,0.07687492461610648,3.320557004010957,0.09387430389817025,14.913838038174971
999,0.2,0.975925925925926,0.976105075554188,0.9807692307692307,0.023087920944384,0.05211269243966543,0.14795216501407968,3.319574017899213,0.09069212410501193,28.31582128461617
999,0.3,0.9611111111111111,0.9612329011857434,0.9615384615384616,0.03701907853997022,0.07308629630914802,0.189857450788312,3.3191334290982453,0.08432776451869531,38.06049215460615
999,0.4,0.9722222222222222,0.9722695722015455,0.9807692307692307,0.05202879566933788,0.10012741831661433,0.2155003308409111,3.31788807546727,0.08750994431185362,47.85027851233137
999,0.5,0.9611111111111111,0.9612037241339024,0.9423076923076923,0.06615145272335904,0.12317342439438525,0.2182479738391397,3.318357926464072,0.08273667462211615,52.42900757364109
999,0.6,0.9388888888888889,0.9392699696851544,0.9423076923076923,0.08036868801434345,0.148841618305126,0.16787346545212245,3.31811128862946,0.08512330946698489,52.399171185935515
999,0.7,0.9555555555555556,0.9556301286538458,0.9423076923076923,0.10132480966400838,0.17725159237768617,0.21818105894391884,3.316102107836565,0.08432776451869531,67.04167146194632
999,0.8,0.9481481481481482,0.9484817618876009,0.9615384615384616,0.11914882617051593,0.19685781905398464,0.22604144525833075,3.3148854583058602,0.08035003977724742,74.609770836696
999,0.9,0.95,0.9503172649384715,0.9807692307692307,0.14267683995308642,0.2200848128490217,0.2471913687443745,3.313013305037755,0.07955449482895784,85.83934661974962
999,1.0,0.9148148148148149,0.9149335639412417,0.9423076923076923,0.16710488261595993,0.24692303558035097,0.27524723464805334,3.3098250550673343,0.07796340493237867,99.99999999961024
2026,0.0,0.9648148148148148,0.9644804054351098,0.8653846153846154,0.0,0.0,1.2708642594215838e-15,3.3217810529560987,0.09705648369132856,0.0
2026,0.1,0.9685185185185186,0.9680577077396876,0.8461538461538461,0.0107776130305925,0.029068760030617757,0.10091699076359456,3.3207551547032637,0.09148766905330151,18.00358972624383
2026,0.2,0.9685185185185186,0.9683541550237941,0.9038461538461539,0.021573649395280097,0.053624189350438584,0.12332904943677683,3.3202419820428775,0.09069212410501193,25.84422473619597
2026,0.3,0.9629629629629629,0.9629880299761714,0.8653846153846154,0.03374585907799502,0.07653070887588556,0.15928168588630906,3.3196314975269736,0.09387430389817025,35.44276446867763
2026,0.4,0.9611111111111111,0.960913618682326,0.8653846153846154,0.046499447650281016,0.09937878555472207,0.19514727918473906,3.31766155880784,0.08989657915672236,46.73389607535379
2026,0.5,0.95,0.9494878625085896,0.8461538461538461,0.06182022458411768,0.11985618436023,0.19729088357684132,3.3187521235890727,0.0883054892601432,50.74242738569297
2026,0.6,0.9425925925925925,0.9420776300881111,0.8076923076923077,0.07792032296766582,0.1513116113806861,0.21417627984097695,3.3153536085892514,0.08194112967382657,63.068610047190745
2026,0.7,0.9388888888888889,0.9386734076183973,0.8461538461538461,0.09800263881805205,0.17271222842987066,0.24726455648727483,3.3143880243145736,0.08035003977724742,74.05901123998659
2026,0.8,0.9388888888888889,0.9384330867779885,0.8461538461538461,0.11254204727478356,0.19404247597755014,0.23936994222819968,3.315437145624953,0.08512330946698489,76.90262686231566
2026,0.9,0.912962962962963,0.912743985341492,0.8461538461538461,0.1365794317722287,0.2175053965014494,0.2580431425287791,3.3148944435755916,0.08591885441527446,86.6837104773507
2026,1.0,0.9,0.899947108038066,0.7884615384615384,0.1617730331182028,0.23227883858312026,0.25947100058376943,3.309045181573018,0.07796340493237867,99.99999999959131
